83301,2,4,5,1,121,2,8961,1,1
41702,2,7,7,1,32,2,582,1,1
139847,4,210,105,2,38,2,1,2,2
54371,4,4,5,1,121,2,1273,1,1
141613,4,154,64,2,22,2,1,1,2
191942,2,7,7,1,121,2,8961,0,1
91222,7,16,8,2,34,2,1,0,1
4702,4,2,4,1,121,2,165,100,1
64388,4,1,2,1,32,2,10373,77,1
131916,4,16,12,1,3,2,11781,8,1
78127,2,3,5,1,38,2,68,0,1
121554,4,210,108,2,85,2,1,2,2
26624,2,6,6,1,41,2,582,0,1
157633,3,8,4,2,3,1,1,34,1
142593,4,210,105,2,38,2,1,1,2
165819,2,24,14,2,3,2,1,9,1
57120,2,6,6,1,9,2,31773,1,1
65899,4,3355,1802,1,9,2,29735,39,1
37966,3,1,1,1,1,1,24,1,1
165592,2,6,6,1,22,2,515,1,1
93784,2,4,5,1,58,2,8551,0,1
171617,4,2,4,1,32,2,2591,1,1
84146,16,0,1,4,24869,3,121,56,1
190351,2,4,5,1,121,2,8961,1,1
26230,4,5,5,1,5,2,288,0,1
29211,2,6,6,1,11,2,33523,1,1
90628,2,5,5,1,32,2,582,1,1
155701,4,10,10,1,5,2,288,1,1
122947,4,154,64,2,22,2,1,1,2
137875,4,0,3,1,121,2,29138,9,1
180489,4,5,5,1,41,2,582,1,1
20235,3,3,3,1,1,1,24,0,1
36024,2,6,6,1,11,2,9588,2,1
95364,2,6,6,1,38,2,331,1,1
72157,2,39,26,1,16,2,33276,33,1
46476,2,4,5,1,121,2,8961,3,1
26497,2,7,10,1,16,2,33333,15,1
88350,2,6,6,1,3,2,141,0,1
153871,4,210,89,2,85,2,1,2,2
101133,4,30,20,1,32,2,582,21,1
39177,1,0,4,1,121,1,16273,10,1
25216,10,0,1,2,17,1,148,0,1
163031,4,172,77,2,22,2,1,1,2
142407,4,154,64,2,22,2,1,0,2
4267,2,6,6,1,41,2,582,1,1
3334,3,1,1,1,1,1,24,0,1
64846,4,27,25,1,121,2,871,4,1
92822,21,2,1,2,38,2,1,0,1
76932,2,7,7,1,41,2,582,1,1
144049,2,50,31,1,11,2,31571,5,1
128203,2,7,7,1,85,2,582,1,1
68756,2,6,6,1,32,2,582,1,1
170826,2,4,5,1,121,2,8961,0,1
85032,2,6,6,1,9,2,31773,1,1
71271,2,6,6,1,38,2,582,10,1
19615,42,0,1,1,121,1,16958,0,1
146545,4,174,78,2,64,2,1,0,2
130043,4,154,64,2,22,2,1,1,2
93974,5,0,12,1,16,2,33276,99,1
120027,2,7,7,1,3,2,582,2,1
58525,4,5,5,1,5,2,288,0,1
147838,4,210,106,2,85,2,1,2,2
82804,2,9,11,1,17,2,1717,16,1
164490,4,204,88,2,85,2,1,2,2
99172,4,5,5,1,147,2,10355,0,1
170591,4,174,78,2,22,2,1,1,2
34625,2,7,6,1,9,2,29739,1,1
89032,2,5,5,1,19,2,2137,6,1
179804,8,0,1,2,16,1,147,61,1
53552,2,273,199,1,22,2,12242,92,1
78229,2,7,6,1,9,2,31773,0,1
161678,4,168,72,2,16,2,1,2,2
111160,4,154,63,2,22,2,1,1,2
114886,3,1,1,1,1,1,24,1,1
138745,2,6,6,1,32,2,582,1,1
58746,4,1,2,1,64,2,2520,1,1
85552,2,4,5,1,121,2,8961,0,1
77246,9,1,1,1,121,2,18341,0,1
94197,3,4,4,1,1,1,24,0,1
67932,2,16,13,1,16,2,209,67,1
22848,1,1,1,1,121,1,17618,0,1
151242,2,4,5,1,32,2,372,5,1
86977,2,5,5,1,17,2,168,1,1
17756,1,0,4,1,121,1,4463,59,1
99207,2,108,83,1,9,2,281,94,1
27312,2,5,5,1,85,2,582,1,1
148828,2,6,6,1,17,2,2043,2,1
50090,2,11,11,1,121,2,1316,5,1
110007,2,7,7,1,32,2,582,0,1
13249,2,5,5,1,32,2,515,1,1
73700,9,0,3,1,121,2,22835,9,1
133232,3,1,1,1,1,1,24,0,1
147825,4,174,78,2,64,2,1,0,2
65053,4,6,7,1,19,2,8032,20,1
188687,2,12,9,1,85,2,582,3,1
72701,3,1,1,1,1,1,24,0,1
130629,3,1,1,1,1,1,24,0,1
120961,2,5,5,1,38,2,582,1,1
163998,4,101,56,1,32,2,33474,5,1
138560,4,154,64,2,22,2,1,1,2
71939,4,4,5,1,121,2,1273,1,1
1134,6,52,21,2,20,2,1,5,1
156771,2,5,5,1,41,2,582,1,1
113677,4,103,57,1,32,2,33474,4,1
114580,4,210,94,2,18,2,1,1,2
191501,4,6,7,1,19,2,2137,42,1
189499,4,45,27,1,32,2,582,4,1
118966,2,0,6,1,20,2,33303,125,1
98618,4,8,7,1,121,2,8961,0,1
12082,2,6,6,1,64,2,11896,0,1
77843,3,1,1,1,1,1,24,0,1
20587,4,47,31,1,22,2,2248,14,1
564,4,331,192,1,22,2,8752,35,1
58349,3,1,1,1,1,1,24,1,1
100551,2,80,46,1,85,2,8066,55,1
11555,4,4,5,1,5,2,288,0,1
35456,4,12,11,1,41,2,574,3,1
87628,4,134,83,1,9,2,29735,35,1
111948,2,6,6,1,147,2,10355,0,1
172622,2,6,7,1,16,2,33333,6,1
183944,2,5,5,1,32,2,582,1,1
150319,3,2,1,2,11,1,1,0,1
15648,4,14,11,1,121,2,736,32,1
41853,4,414,235,1,64,2,171,145,1
40345,4,5,5,1,5,2,288,4,1
80210,3,16,8,2,18,1,1,94,1
99274,4,37,25,1,32,2,33005,13,1
136501,3,1,1,1,1,1,24,1,1
121878,3,0,2,1,1,1,24,0,1
149797,4,174,78,2,22,2,1,1,2
64194,2,5,5,1,147,2,10355,1,1
130693,5,4,6,1,85,2,2713,1,1
168411,4,174,78,2,22,2,1,1,2
180941,3,1,1,1,1,1,24,1,1
111694,4,100,59,1,32,2,33474,2,1
32621,4,6,7,1,11,2,582,8,1
156416,4,174,78,2,22,2,1,1,2
132138,4,210,106,2,9,2,1,2,1
144536,3,1,1,1,1,1,24,0,1
12871,2,7,6,1,11,2,33523,0,1
42869,3,2,1,2,121,1,1,0,1
165463,7,16,8,2,34,2,1,0,1
63479,3,1,1,1,1,1,24,1,1
124497,4,174,78,2,64,2,1,1,2
69406,1,0,4,1,121,1,4108,10,1
13075,4,5,5,1,5,2,288,0,1
166584,4,2,4,1,58,2,180,0,1
121875,4,210,105,2,38,2,1,2,2
107363,4,42,67,1,38,2,281,25,1
168805,4,164,68,2,38,2,1,1,2
2355,2,6,6,1,18,2,32142,0,1
147634,2,7,6,1,9,2,31773,1,1
76718,3,1,1,1,1,1,24,1,1
114411,4,154,64,2,22,2,1,0,2
173522,2,2,2,1,18,2,8139,71,1
139044,1,0,1,1,121,1,28494,0,1
124313,2,5,5,1,147,2,455,1,1
172079,2,7,6,1,9,2,31773,1,1
37452,2,7,6,1,11,2,582,2,1
87644,4,8,9,1,19,2,8032,56,1
23590,2,5,5,1,147,2,10355,0,1
109435,2,4,5,1,121,2,845,1,1
26649,1,0,1,1,121,1,6883,0,1
167315,4,0,6,1,19,2,467,62,1
163238,2,4,5,1,121,2,8961,0,1
75125,1,0,1,1,121,1,3658,0,1
122344,3,1,1,1,1,1,24,0,1
132146,4,154,64,2,22,2,1,0,2
148700,4,210,106,2,38,2,1,1,2
22458,2,6,6,1,38,2,331,2,1
67597,2,17,19,1,9,2,1410,170,1
68760,3,1,1,1,1,1,24,0,1
151047,4,210,97,2,18,2,1,2,2
92730,1,0,1,1,121,1,25792,0,1
174383,2,4,5,1,121,2,8961,1,1
93455,2,4,5,1,121,2,8961,1,1
103300,4,25,16,1,16,2,829,6,1
81522,2,6,12,1,32,2,32145,198,1
75666,2,6,6,1,121,2,582,0,1
47923,4,16,26,1,11,2,33631,128,1
99567,2,5,5,1,121,2,168,1,1
67477,3,1,1,1,1,1,24,0,1
169813,4,6,6,1,41,2,582,1,1
146501,4,19,15,1,32,2,102,10,1
36471,4,1,2,1,3,2,2182,0,1
7797,2,7,7,1,41,2,582,1,1
146994,2,4,5,1,121,2,8961,0,1
80523,4,16,14,1,85,2,455,0,1
117226,3,1,1,1,1,1,24,0,1
49074,9,0,3,1,121,2,18221,9,1
175032,4,5,5,1,5,2,288,1,1
35661,3,2,1,2,18,1,1,1,1
126391,4,210,98,2,18,2,1,1,2
176560,2,6,6,1,18,2,31670,0,1
67630,2,6,6,1,18,2,32641,1,1
162859,4,172,77,2,22,2,1,1,2
18386,3,18,9,2,85,1,1,101,1
3580,2,16,17,1,32,2,31141,178,1
184788,21,2,1,2,63,2,1,0,1
142434,4,154,64,2,22,2,1,1,2
87450,1,0,1,1,121,1,25270,0,1
44019,3,1,1,1,1,1,24,1,1
134533,4,1,2,1,9,2,180,0,1
119236,4,210,92,2,18,2,1,1,2
178774,2,6,7,1,19,2,2137,9,1
136964,2,26,35,1,16,2,34250,191,1
77339,4,2,4,1,58,2,33507,1,1
17042,2,16,21,1,19,2,2137,26,1
125365,4,2,1,2,19,2,1,104,1
24857,1,0,4,1,121,1,16600,10,1
126528,4,174,79,2,64,2,1,1,2
158570,3,1,1,1,1,1,24,0,1
60201,3,1,1,1,1,1,24,1,1
113516,4,212,108,2,16,2,1,3,2
192355,4,5,5,1,121,2,8961,1,1
19049,5,7,9,1,16,2,69,2,1
119052,2,8,7,1,147,2,10355,0,1
169414,3,9,9,1,1,1,24,0,1
116505,4,172,77,2,64,2,1,0,2
20898,2,2,3,1,19,2,2128,16,1
154231,4,172,77,2,22,2,1,1,2
158406,4,23,19,1,9,2,9559,3,1
126914,1,7,0,3,14,1,14,63,1
149754,4,174,78,2,64,2,1,0,2
26028,1,0,4,1,121,1,17176,10,1
100273,2,6,6,1,32,2,582,1,1
5957,4,2,4,1,32,2,69,0,1
140959,4,174,78,2,64,2,1,1,2
72556,2,7,8,1,64,2,1424,36,1
15733,2,55,49,1,22,2,13150,195,1
17874,16,0,1,4,16493,3,121,0,1
106467,3,2,2,1,1,1,24,0,1
140422,4,210,95,2,18,2,1,1,2
108676,4,210,105,2,38,2,1,2,2
188921,4,5,5,1,5,2,582,1,1
95550,4,5,5,1,5,2,288,1,1
112456,2,6,6,1,17,2,331,1,1
75499,4,10,8,1,147,2,10355,0,1
84382,4,101,55,1,32,2,33474,5,1
95870,2,101,59,1,17,2,281,13,1
116002,4,154,63,2,22,2,1,1,2
9299,2,30,12,2,3,2,1,21,1
9402,3,1,1,1,1,1,24,0,1
133856,4,154,64,2,22,2,1,1,2
175818,2,5,5,1,18,2,11351,2,1
109907,2,6,6,1,9,2,29739,3,1
81385,3,1,1,1,1,1,24,1,1
118178,16,0,1,4,4724,3,34,0,1
158671,2,4,5,1,121,2,8961,1,1
161643,4,52,16,2,11,2,1,51,1
54333,1,2,3,1,121,1,19836,0,1
55049,4,24,16,1,19,2,1950,5,1
57662,3,1,1,1,1,1,24,1,1
145542,4,172,77,2,64,2,1,1,2
156574,2,9,7,1,38,2,331,1,1
133440,4,210,106,2,85,2,1,2,2
131176,4,154,64,2,22,2,1,0,2
105797,4,6,7,1,9,2,27474,17,1
69802,2,8,8,1,38,2,8147,6,1
133844,2,6,6,1,41,2,582,1,1
49841,4,1,2,1,34,2,549,0,1
149941,4,178,81,2,64,2,1,1,2
108453,4,174,78,2,64,2,1,1,2
125726,4,154,64,2,22,2,1,1,2
