174361,4,51,39,1,16,2,11552,28,1
155301,4,2,2,1,3,2,763,1,1
149699,2,3,5,1,19,2,845,1,1
42005,5,2,3,1,9,2,719,107,1
186435,4,2,1,2,5,2,1,100,1
98356,4,7,7,1,38,2,8961,1,1
139726,6,11,11,4,3008,2,1,4,2
91073,4,11,15,1,16,2,11270,182,1
75665,2,77,53,1,63,2,1604,167,1
78418,4,0,4,1,19,2,879,20,1
125547,1,0,2,2,9,1,23,12225,1
142703,6,11,10,4,3008,2,1,4,2
7169,3,1,1,1,1,1,24,0,1
113703,4,1,2,1,34,2,9213,1,1
56395,4,5,5,1,63,2,288,0,1
103698,4,1,2,1,147,2,137,0,1
27041,4,10,8,1,63,2,249,16,1
171858,2,5,5,1,11,2,677,3,1
16468,4,3,5,1,58,2,136,2,1
33764,8,0,1,2,58,1,41,0,1
155321,2,27,20,1,58,2,582,9,1
18692,2,4,5,1,63,2,8961,0,1
182877,4,14,11,1,38,2,107,9,1
41295,2,2,4,1,85,2,454,1,1
141716,6,6,6,4,3008,2,1,9,2
18494,4,5,5,4,46,2,1,0,1
40403,2,29,25,1,35,2,1683,193,1
106802,5,239,182,1,64,2,230,83,1
145602,6,9,8,4,3008,2,1,1,2
50410,2,12,9,1,32,2,180,57,1
44091,4,316,176,1,121,2,582,22,1
43264,4,6,6,1,64,2,582,2,1
66098,4,0,6,1,17,2,15,102,1
143058,6,2,2,4,3008,2,1,4,2
32212,2,5,5,1,17,2,168,0,1
161315,3,1,1,1,1,1,24,1,1
139763,6,5,5,4,3008,2,1,0,2
6646,4,0,3,1,38,2,15,18,1
9705,4,47,30,1,19,2,1066,7,1
55965,2,12,7,2,3,2,1,22,1
170060,2,4,5,1,121,2,8961,1,1
145431,6,11,10,4,3008,2,1,4,2
67918,4,105,56,1,121,2,582,4,1
43374,2,7,7,1,63,2,2640,10,1
139275,6,13,13,4,3008,2,1,4,2
108654,5,65,56,1,34,2,11229,180,1
72231,5,5,6,1,3,2,979,7,1
49770,2,85,63,1,32,2,9512,152,1
66945,4,0,1,1,41,2,249,0,1
67482,4,4,5,1,121,2,1273,2,1
16084,4,5,5,1,3,2,8737,1,1
28067,4,36,32,1,63,2,249,180,1
138041,6,3,4,4,3008,2,1,1,2
12524,4,8,7,1,11,2,33523,0,1
135438,21,2,1,2,38,2,1,0,1
32335,3,2,1,2,11,1,1,0,1
67211,3,1,1,1,1,1,24,0,1
29173,2,4,5,1,121,2,119,2,1
56714,2,4,5,1,121,2,8961,1,1
145507,4,10,10,1,63,2,288,5,1
75772,2,12,9,1,38,2,78,4,1
83935,4,0,2,1,32,2,808,83,1
33548,5,14,16,1,85,2,579,110,1
145609,6,12,9,4,3008,2,1,4,2
135680,2,4,5,1,63,2,8961,5,1
100998,3,1,1,1,1,1,24,0,1
101972,2,25,18,1,32,2,8562,24,1
143374,6,12,10,4,3008,2,1,5,2
184364,2,88,59,1,16,2,1038,22,1
135249,2,4,5,1,121,2,8961,1,1
99571,4,0,6,1,19,2,829,102,1
16187,4,31,21,1,11,2,274,0,1
137147,3,1,1,1,1,1,24,0,1
180029,4,2,1,2,41,2,1,0,1
38678,3,1,1,1,1,1,24,1,1
85237,4,6,6,1,58,2,10542,1,1
66720,4,8,8,1,32,2,2921,1,1
67681,3,1,1,1,1,1,24,1,1
255,6,11,10,4,3008,2,1,3,2
44293,3,0,2,1,1,1,805,0,1
54551,4,3,3,1,11,2,252,1,1
169738,4,0,6,1,121,2,638,97,1
180731,2,4,5,1,121,2,8961,1,1
71060,3,1,1,1,1,1,24,1,1
89527,2,4,5,1,121,2,8961,0,1
1841,21,2,1,2,63,2,1,0,1
69526,2,30,12,2,64,2,1,5,1
144807,6,11,10,4,3008,2,1,4,2
50474,4,60,42,1,19,2,2651,27,1
139443,6,5,5,4,3008,2,1,1,2
135543,4,220,129,1,38,2,66,23,1
146340,6,11,10,4,3008,2,1,3,2
144834,2,5,5,1,19,2,574,0,1
43459,2,47,29,1,121,2,582,8,1
140666,6,11,11,4,3008,2,1,4,2
148209,6,1,1,4,3008,2,1,0,2
97451,3,1,1,1,1,1,24,0,1
186118,2,22,14,1,41,2,11920,5,1
25264,2,6,6,1,9,2,923,2,1
99629,4,100,58,1,32,2,33474,11,1
20997,4,36,22,1,38,2,1348,12,1
46135,3,1,1,1,1,1,24,0,1
739,2,12,14,1,3,2,2137,14,1
27362,2,11,18,1,85,2,1788,131,1
126334,4,4,5,1,147,2,134,1,1
59072,10,0,1,2,20,1,23,0,1
148445,6,9,8,4,3008,2,1,2,2
15865,4,5,5,1,121,2,582,2,1
16057,2,15,19,1,38,2,1024,93,1
89438,2,4,5,1,3,2,82,2,1
112860,4,5,5,1,63,2,288,2,1
36855,4,65,52,1,32,2,2921,6,1
35956,2,14,12,1,64,2,2052,5,1
49288,4,6,6,1,22,2,636,2,1
112498,4,59,35,1,3,2,582,11,1
83442,2,6,6,1,41,2,582,1,1
143817,6,11,11,4,3008,2,1,3,2
95455,3,0,1,1,1,1,24,60,1
141443,6,11,11,4,3008,2,1,4,2
272,6,11,12,4,3008,2,1,4,2
75294,3,1,1,1,1,1,24,0,1
12037,8,0,1,2,5,1,38,60,1
142002,6,11,11,4,3008,2,1,4,2
49124,4,4,5,1,121,2,1273,1,1
139896,6,4,5,4,3008,2,1,0,2
36888,2,4,4,1,3,2,8444,0,1
141797,6,11,11,4,3008,2,1,4,2
62801,2,6,6,1,19,2,1000,36,1
49408,3,1,1,1,1,1,24,0,1
127976,2,5,5,1,121,2,515,2,1
108517,3,10,5,2,34,1,1,296,1
103366,2,0,4,1,9,2,12362,127,1
100737,2,6,6,1,11,2,33523,2,1
